id,name,slug,price,compare_price,description,sku,category,product_type,availability,image_url,visible,ribbon,url
1b0e3ad4-66e5-4ee2-8e0f-23d16ea07d26,Crystal Glass Set - Gold,crystal-glass-set-gold,$82.00,,"The vertical ripples and gold rim add a strong and sophisticated look, and the varied geometric shapes create dynamic and energy between the glasses and function as a stackable design element. Pair them with the matching carafe for a stylish set at breakfast, lunch or dinner. Carafe: 1000 ML Cup: 210 ML",crystal-glass-set394626198,"Kitchen, Glassware, housewarming",physical,In Stock (82),"https://static.wixstatic.com/media/9bae33_a3c2a7e0cf674597b6af70dcda8d85ba~mv2.jpg/v1/fit/w_800,h_800,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/crystal-glass-set-gold
2aef25a9-af69-48d5-be27-d2151d9a0be0,Mushroom Novelty Glass,mushroom-novelty-glass,$22.00,,Beautiful handmade mushroom pattern cup. large capacity with heat insulation and handle for comfortable drinking. Capacity: 450ML,mushroom-novelty-glass-heat-re1367941481,Glassware,physical,In Stock (831),"https://static.wixstatic.com/media/9bae33_2248a9f62a604728ab1205f181aa30a5~mv2.jpg/v1/fit/w_800,h_800,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/mushroom-novelty-glass
7bab5d20-79a9-4093-9e6f-729d8744542d,Retro Wavy Mug,retro-wavy-mug,$32.00,,"Our retro inspired mugs have a soft-light stained-glass finish and a perfectly balanced ergonomic handle. Enjoy your favorite cup of tea, coffee, chocolate, spiced wine, or even cocktails in colorful style. Available in 8 unique colors. Pick your favorite or mix and match for a unique, eclectic display. Straws not included. Capacity: 300ml",,"Kitchen, Glassware",physical,In Stock (7877),"https://static.wixstatic.com/media/9bae33_72e1e9cc7c5d4a4e8f2a72907ab51394~mv2.jpg/v1/fit/w_800,h_800,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/retro-wavy-mug
d13d242c-82b6-4ce2-847f-19c1671bc9e6,Bubble Drink Glass Set of 2,bubble-drink-glass,$42.00,,Origin: CN(Origin) Shape: Round Certification: CIQ Quantity: 1 Material: Glass Glass Type: Cocktail Glass Feature: Eco-Friendly Drinkware Type: Glass Model Number: Cocktail Glass Cup,bubble-drink-glass1116585790,"Kitchen, Glassware",physical,In Stock (1053),"https://static.wixstatic.com/media/9bae33_cfa0dd978e4346ea9511cee9ab67b450~mv2.jpg/v1/fit/w_800,h_800,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/bubble-drink-glass
88ce2a49-934d-4364-9e9a-3d5f111698e1,Disco Ball Planter,disco-ball-planter,$40.00,,"Give your home something to smile about with a true touch of retro style that will add the unique finishing touch you’ve been looking for. Fill it, hang it, and then stand back and admire it as the flawless finish catches the light from every angle and gets everyone in the mood. Just what you want when it’s time to breathe new life into your décor with nothing more than the click of a button. - Add some disco style to any room in the house and dance the night away like never before - Treat your home to something a little different and get ready for your friends to ask you where you found it - Comes directly to your door in retro packing that’s sure to catch the eye from the moment it arrives - Quick and easy to install and just the right size for a whole variety of your favorite houseplants Chain comes detached to prevent damage during shipping. -- 4” Plant hanger is 18” top to bottom. The chain itself is 15” The opening is 2 1/2” - 6” Plant hanger is 20” top to bottom. The chain itself is 15” The opening is 3 1/2” - 8” Plant hanger is 25” top to bottom. The chain itself is 19” The opening is 5” - 12"" Plant hanger is 30"" top to bottom. The chain itself is 20"" The opening is 7""",,"Featured Items, Plants, housewarming",physical,In Stock (1309),"https://static.wixstatic.com/media/9bae33_f85fa7a03ede499fa1519a0c327394db~mv2.jpg/v1/fit/w_1600,h_1600,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/disco-ball-planter
92b545e5-7470-4158-86d8-9088bf899d8d,Mushroom Self Watering Glass,mushroom-self-watering-glass,$29.00,,Mushroom Water Feeder Automatic Self Watering Devices,,Plants,physical,In Stock (500),"https://static.wixstatic.com/media/9bae33_94f2caf83a214f148a5f240c0837b18f~mv2.jpg/v1/fit/w_540,h_540,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/mushroom-self-watering-glass
3900fbcb-3b70-4e9e-bcc1-14ef7d6a2e02,Linen Sheets,linen-sheets,$22.00,,"Experience rich, beautifully scented notes of cotton blossom, linen, ozone, and powder. Crafted from a blend of soy and coconut wax, each candle is housed in a reusable glass jar, complete with a cotton wick, providing a slow burn that emits no soot or smoke.",linen-sheets1128650237,"Candles, New Candles, housewarming",physical,Out of Stock,"https://static.wixstatic.com/media/9bae33_59295fc2d864463fa2c51fb314e89fa1~mv2.jpg/v1/fit/w_2048,h_2048,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/linen-sheets
c3f0335d-7b53-43e0-b86f-eec4c94e80b1,Cranberry Sparkling Wine,cranberry-sparkling-wine,$22.00,,"Experience rich, beautifully scented notes of citrus, cranberry, champagne, and praline. Crafted from a blend of soy and coconut wax, each candle is housed in a reusable glass jar, complete with a cotton wick, providing a slow burn that emits no soot or smoke.",cranberry-sparkling-wine858914671,"Candles, New Candles",physical,Out of Stock,"https://static.wixstatic.com/media/9bae33_f4d71d0e002740dd80082cc2d702faf7~mv2.jpg/v1/fit/w_2048,h_2048,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/cranberry-sparkling-wine
2faeacfe-44fd-4d22-8b5d-e78874db9f09,Plant Monthly Subscription Box,plant-monthly-subscription-box,$39.99,,"You can never have too many plants, which is why we are excited to now offer a plant subscription service! Our Pet Friendly Plant Subscription Box sends you an indoor plant chosen at random every month that is non-toxic to pets and kids! The plants in this subscription box will arrive in a 4"" diameter nursery pot.",1-pet-friendly-monthly-subscri1500893648,Plants,physical,In Stock (66),"https://static.wixstatic.com/media/9bae33_e60f59301acc47488e4912d0044ed51e~mv2.jpg/v1/fit/w_2000,h_2000,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/plant-monthly-subscription-box
8a055202-19bf-43c7-b9fe-654a897d3fcf,Schefflera Moonlight 'Umbrella Plant',schefflera-moonlight-umbrella-plant,$33.00,,Botanical Name : schefflera arboricola Common Names : Dwarf umbrella tree Description : The Umbrella plant is the dwarf version of the larger schefflera acrinophylla native to Taiwan. This evergreen wields very slender stalks with oblong leaves arranged in a circular fashion at the end of each stem. This particular variegated variety will have splashes of washed out yellow on many of its leaves.,,Plants,physical,In Stock (27),"https://static.wixstatic.com/media/9bae33_15509e96bec040389c661b537132dfb1~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/schefflera-moonlight-umbrella-plant
90307635-592a-45e2-bb02-ceeb5bb2f30b,Calathea Lancifolia 'Rattlesnake',calathea-lancifolia-rattlesnake,$24.00,,"Botanical Name : Calathea Lancifolia 'Rattlesnake' Common Names : Peacock Plant, Zebra Plant Description : This Calathea Lancifolia also commonly called the Rattlesnake comes with dark green leaves that have unique ripples. Like all Calathea plants, the leaves adjust as the sun rotates throughout the day. Calathea Plants, native to tropical South and Central America, Africa, and the West Indies, are grown primarily for their beautiful, brightly colored, upright, oval leaves.",,"Plants, Featured Items",physical,In Stock (174),"https://static.wixstatic.com/media/9bae33_aafee752487d402d90ccbd796dc7b120~mv2.jpg/v1/fit/w_1800,h_1800,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/calathea-lancifolia-rattlesnake
432568c1-8cd6-4e73-b713-1d21de4f0a3f,ZZ Plant,zz-plant,$36.00,,"Botanical Name : Zamioculcas zamiifolia Common Names : ZZ plant Description : Zamioculcas Zamiifolia also known as the ZZ Plant adds to any interior space with its unique growth pattern. Its low water requirements and drought tolerance handle well in many environments. (dry and humid) The drought-tolerant ZZ plant is a wonderful addition to low-light situations in homes and offices, but all parts of this plant are poisonous. Keep it away from children and pets.",,Plants,physical,In Stock (376),"https://static.wixstatic.com/media/9bae33_2e3dfe8d1dac4ccdbfea4ec73341ab98~mv2.jpg/v1/fit/w_1800,h_1800,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/zz-plant
3c65dde5-7112-4a87-93b4-9b131c135c56,Summer Shoulder Straw Tote,summer-shoulder-straw-tote,$36.00,,"Make your summer even more stylish with this trend-setting Summer Shoulder Straw Tote! Perfect for beach days and beyond, the light, durable design will help you bring fashion and function wherever you go. What are you waiting for? Get your summer style on today! Stylish and Practical This bag is not only fashionable, but also practical. The shoulder strap makes it easy to carry, while the straw material gives it a unique and trendy look. The spacious interior is perfect for carrying all your beach essentials, such as sunscreen, sunglasses, and a towel. Durable and High-Quality Made with high-quality materials, this bag is built to last. The straw material is sturdy and durable, ensuring that it will withstand the wear and tear of summer adventures. The interior is lined with a durable fabric to protect your belongings from sand and water. Versatile and Functional The Summer Shoulder Straw Tote is also versatile and functional. It can be worn as a shoulder bag or a handbag, making it perfect for any occasion. The neutral color and simple design make it easy to pair with any outfit, while the spacious interior allows you to carry everything you need for a day out. Don't miss out on this summer essential! Shop now and get your Summer Shoulder Straw Tote today. Specifications: Style: Bohemian Shape: Casual Tote Pattern Type: Knitting Main Material: Straw Lining Material: Polyester Hardness: SOFT Decoration: Hollow Out Closure Type: OPEN",,Bags,physical,In Stock (1194),"https://static.wixstatic.com/media/9bae33_37126f1f675f4a398cd7809e12f0d983~mv2.png/v1/fit/w_1000,h_1000,q_90/file.png",True,,https://viktord71.wixsite.com/goldie-c/product-page/summer-shoulder-straw-tote
580d7bce-771d-4d07-99e9-004d42567dab,"Daily Intentions, Connection, Reflection Jounal",daily-intentions-connection-reflection-jounal,$22.62,,"A space for daily intentions, connection and reflection! I have created this daily check in space combining my favorite things to focus on to get me out of my own way, connecting with my truth, celebrating my life daily, dreaming big and acknowledging myself instead of being hard on myself for what I have yet to do today, this week, this life. First page is example of how to use. All left (back sides) are straight lined pages. All right pages have the daily template. Use the lined pages for journaling, brainstorming, jotting down more want to-do's, time blocking, doodling or whatever feels best to you! INSIDE PAGES ARE THE SAME IN BOTH STYLES, THEY JUST HAVE DIFFERENT COVERS OPTIONS. 6x8inches 130 lined pages Heavy black or natural stock for front and back covers Metallic gold foil imprint Gold Wire Binding Lays Flat when opened Comes packaged in a clear sleeve. Fully Made in Southern California, USA",,Stationary2,physical,In Stock (786),"https://static.wixstatic.com/media/9bae33_4ed398c606a0406eaf69736bb43dd879~mv2.png/v1/fit/w_1600,h_2000,q_90/file.png",True,,https://viktord71.wixsite.com/goldie-c/product-page/daily-intentions-connection-reflection-jounal
11966365-1cb1-41c6-8bf8-adb70f66ad58,Plant in Oil Jigsaw Puzzle 500-Piece,plant-in-oil-jigsaw-puzzle-500-piece,$37.99,,"Plant in Oil Jigsaw Puzzle 500 pieces, are the perfect downtime activity for friends & family. This jigsaw puzzle is made with high-quality chipboard pieces and ships in a gift-ready box which also features the design for extra presentation points. - High-quality chipboard pieces - Beautiful art puzzle that deserves to be framed - Packaged in a gift-ready paper box - Glossy finish - Our jigsaw puzzles come in 16"" x 20"" - (500 pieces)",plant-in-oil-jigsaw-puzzle-500112070282,"Stationary2, housewarming",physical,In Stock (800),"https://static.wixstatic.com/media/9bae33_2db624b7893748bca34eb6e7b1c7018f~mv2.png/v1/fit/w_1000,h_1000,q_90/file.png",True,,https://viktord71.wixsite.com/goldie-c/product-page/plant-in-oil-jigsaw-puzzle-500-piece
6cf1857d-886f-40cf-8758-a44dbad25ae7,Flowers In The Field Jigsaw Puzzle 500-Piece,flowers-in-the-field-jigsaw-puzzle-500-piece,$37.99,,"Flowers In The Field Jigsaw Puzzle 500 pieces, are the perfect downtime activity for friends & family. This jigsaw puzzle is made with high-quality chipboard pieces and ships in a gift-ready box which also features the design for extra presentation points. - High-quality chipboard pieces - Beautiful art puzzle that deserves to be framed - Packaged in a gift-ready paper box - Glossy finish - Our jigsaw puzzles come in 16"" x 20"" - (500 pieces)",flowers-in-the-field-jigsaw-pu259770687,"Featured Items, Stationary2, housewarming",physical,In Stock (800),"https://static.wixstatic.com/media/9bae33_6428ddaf412d40efa5b1d4169cabad90~mv2.jpg/v1/fit/w_2048,h_2048,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/flowers-in-the-field-jigsaw-puzzle-500-piece
4c9e1793-c7a5-4df1-9ab6-ee5fb4af8b6a,Straw Shoulder Bucket Bag with Vegan Leather Handle,straw-shoulder-bucket-bag-with-vegan-leather-handle,$36.99,,"Trendy Summer Straw Bucket Bag. Made with top quality wicker straw with Vegan Leather Details Straw Bucket Bag by Coseey. This Trendy stylish Straw Shoulder Bag is perfect for your everyday use. Made with wicker straw and vegan leather for a perfect summer street fashion look. Material: Straw Color Available: Black, Brown Dimension: Top Width : 10 ” Bottom Width : 8 ” Height : 7 ” Depth : 5 ” Strap : 49 ”",,"Featured Items, Bags",physical,In Stock (100),"https://static.wixstatic.com/media/9bae33_949dc82236b14757beb3c2b3813846b2~mv2.jpg/v1/fit/w_1248,h_1281,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/straw-shoulder-bucket-bag-with-vegan-leather-handle
82fe6eb0-47eb-4bca-9d22-a8b1cb143c15,Spiced Ginger,spiced-ginger,$22.00,,"Experience rich, beautifully scented notes of lemon, orange, ginger, and sugar. Crafted from a blend of soy and coconut wax, each candle is housed in a reusable glass jar, complete with a cotton wick, providing a slow burn that emits no soot or smoke.",spiced-ginger109880136,"Candles, New Candles",physical,Out of Stock,"https://static.wixstatic.com/media/9bae33_f84a0bafae32464fbb7b0cad697c2f62~mv2.jpg/v1/fit/w_2048,h_2048,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/spiced-ginger
890c2ef7-2ddc-461d-91c6-5e63c0fda0e6,Apricot Orchard,apricot-orchard,$30.00,,"Experience rich, beautifully scented notes of pear, nectarine, apricot, and jasmine. Crafted from a blend of soy and coconut wax, each candle is housed in a reusable glass jar, complete with a cotton wick, providing a slow burn that emits no soot or smoke. 13.5OZ Candle",apricot-orchard604785705,"Candles, Featured Items, New Candles",physical,Out of Stock,"https://static.wixstatic.com/media/9bae33_b2033a1bcba74864a2c9f368b82624f3~mv2.jpg/v1/fit/w_2048,h_2048,q_90/file.jpg",True,13.5OZ Candle,https://viktord71.wixsite.com/goldie-c/product-page/apricot-orchard
bb64214d-2a08-4235-8666-cbb68fb3d2be,Citrus Burst,citrus-burst,$22.00,,"Experience rich, beautifully scented notes of mandarin, lemon, pineapple, and grass. Crafted from a blend of soy and coconut wax, each candle is housed in a reusable glass jar, complete with a cotton wick, providing a slow burn that emits no soot or smoke.",citrus-burst8871629,"Featured Items, Candles, New Candles",physical,Out of Stock,"https://static.wixstatic.com/media/9bae33_8976927ef4514ae98bfdaecb661b5199~mv2.jpg/v1/fit/w_2048,h_2048,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/citrus-burst
c59e9805-5c14-4781-bd42-4259242cccde,Lilac Flowers,lilac-flowers,$22.00,,"Experience the pure essence of nature's bounty as rich, beautifully scented notes of fresh green leaves, delicate lilac, and enchanting lily of the valley dance harmoniously in the air. A Symphony of Aromas: Let your senses wander through a garden of delights with each delicate inhalation. The green leaves evoke the tranquility of a lush forest, while lilac whispers tales of timeless elegance. The lily of the valley, with its subtle sweetness, adds a touch of enchantment, creating a symphony of aromas that captivate the soul. Crafted for Excellence: Our scented candle is meticulously handcrafted from a harmonious blend of soy and coconut wax, ensuring a clean and eco-conscious burn. Nestled within a reusable glass jar, this candle is a testament to our commitment to sustainability and style. The cotton wick, thoughtfully chosen, offers a slow and steady burn that releases no soot or smoke, allowing you to revel in the fragrance without compromise. Elevate your ambiance with the soothing glow and captivating scent of our scented candle. Whether it's a serene moment of solitude, an intimate gathering, or a lavish gift to a loved one, our candle promises an unparalleled sensory experience. Embrace the magic of fragrance and light, and let nature's symphony inspire your space.",lilac-flowers583131263,"Candles, Featured Items, New Candles",physical,Out of Stock,"https://static.wixstatic.com/media/9bae33_80edfd725fb34923a23a2fa0ecab1729~mv2.jpg/v1/fit/w_2048,h_2048,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/lilac-flowers
38a8212d-0634-45a2-9113-dc3ea7ce67af,Casual Mini Oval Straw Crossbody Bag,casual-mini-oval-straw-crossbody-bag,$36.30,,"Elevate your summer fashion game with the Oval Straw Crossbody Bag by Coseey. Crafted from natural wicker straw, this small yet charming bag brings a touch of laid-back elegance to your seasonal wardrobe. Dimensions: Strap Length: 47 inches Bottom Width: 8 inches Height: 6 inches Depth: 1 inch Material: Wicker Straw Color: Khaki Whether you're strolling down the beach boardwalk or exploring the city streets, this crossbody bag is the perfect companion for your summer adventures. Its oval shape adds a playful twist, while the earthy khaki color effortlessly complements any outfit. Designed for both style and practicality, the bag features a comfortable crossbody strap that keeps your hands free while you soak in the sun. With ample space to carry your essentials, its dimensions are carefully crafted to accommodate your belongings without compromising on style. Embrace the carefree spirit of summer with the Oval Straw Crossbody Bag by Coseey. Elevate your warm-weather outfits, express your unique sense of fashion, and experience the convenience of a hands-free accessory that doesn't skimp on style. Add a touch of natural elegance to your summer ensemble and make a statement wherever you go.",casual-mini-oval-straw-crossbo1076478304,Featured Items,physical,In Stock (90),"https://static.wixstatic.com/media/9bae33_c6857856a54c4e648febf6fc02e32d0b~mv2.jpg/v1/fit/w_1200,h_1395,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/casual-mini-oval-straw-crossbody-bag
addfeb22-4875-4eb9-a145-3a044687f149,Pothos 'Silver Splash',pothos-silver-splash,$35.99,,"Uncover the enchanting world of the Epipremnum aureum, a botanical marvel that goes by many names – Large-Leaf Pothos Picta, Silver Pothos, and Silver Splash Pothos. Native to the lush landscapes of Thailand and the Philippines, this treasure brings a touch of silver elegance to your indoor oasis. Resembling the Scindapsus pictus var. 'Argyreus,' the Silver Splash Pothos offers a unique twist with its wider expanse of shimmering silver splashes across each leaf. Holding it up to the light reveals a captivating satin-like shimmer that elevates its beauty to new heights. This slow-growing vine, a proud member of the Araceae family, is an exotic gem that deserves a spotlight in your botanical collection. While not as ubiquitous as Pothos, it thrives in normal household environments, adapting with ease to its surroundings. Its desire for a touch more humidity reminds us of its tropical heritage – a slight pampering that pays off in lush, vibrant foliage. Unveil the charm of its rounded-heart-shaped leaves, each delicately curving to one side at the tip. With time, this remarkable vine extends its tendrils, transforming into a cascade of green and silver that can stretch for several feet. Embrace its full color potential by bathing it in bright, indirect light, while also knowing it can gracefully flourish in shadier corners. Embrace the allure of the Silver Splash Pothos and create an atmosphere that marries sophistication with nature's artistry. Elevate your interior spaces, unveil a hidden gem to plant enthusiasts, or gift someone a touch of elegance. Experience the beauty of nature's shimmering masterpiece, where leaves tell stories of distant lands and timeless beauty.",,Plants,physical,In Stock (49),"https://static.wixstatic.com/media/9bae33_dbaaa6d9d367474da8218d9e22083cc1~mv2.jpg/v1/fit/w_1800,h_1800,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/pothos-silver-splash
